project_id,title,description,domain,priority,required_team_size_min,required_team_size_max,required_team_size_target,required_roles,required_skills,tech_requirements,duration_weeks,target_start_date,status,current_staffing_count,current_staffed_ids
P1108,Distributed Calendar Backend,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,5,7,12,12,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 11}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 1.09}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.73}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.6}]","[""Machine Learning""]",25,2026-10-05,completed,6,[]
P1109,Petabyte-Scale Sandbox Layer 2.0,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,3,10,14,13,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 13}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.77}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.82}]","[""JavaScript/TypeScript"", ""Android""]",13,2026-07-12,completed,6,[]
P1110,Generative Editor Core,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,10,15,13,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 11}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.86}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.85}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.63}]","[""C++""]",52,2026-09-04,completed,9,[]
P1111,Zero-Trust Runtime v2,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,1,6,9,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Android"", ""min_proficiency"": 3, ""weight"": 0.89}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.85}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.8}]","[""JavaScript/TypeScript""]",35,2026-10-11,completed,6,[]
P1112,Adaptive Rendering Engine v2,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,2,5,10,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.15}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.66}]","[""SRE/Observability"", ""Java"", ""C++"", ""TensorFlow/PyTorch""]",12,2026-07-30,completed,4,[]
P1113,Distributed Collaboration Engine,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,5,4,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.77}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.71}]","[""JavaScript/TypeScript"", ""Python"", ""C++"", ""Java""]",12,2026-07-12,completed,2,[]
P1114,Self-Serve Autoscaler 2.0,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,5,6,9,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.01}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.68}]","[""BigQuery"", ""Product Sense"", ""Frontend"", ""Backend APIs""]",8,2026-07-20,completed,4,[]
P1115,Distributed Sharing Layer v2,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,5,8,12,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.77}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.71}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.1}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.84}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.8}]","[""TensorFlow/PyTorch"", ""Performance Optimization"", ""Go""]",25,2026-08-29,completed,8,[]
P1116,Streaming Live Transcoder,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,3,5,10,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.7}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 1.15}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.86}]","[""Databases"", ""Performance Optimization""]",52,2026-09-24,completed,8,[]
P1117,Privacy-First Creator Studio v2,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,10,14,11,"[{""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.69}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.17}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.79}]","[""Security"", ""Backend APIs"", ""Data Engineering""]",50,2026-09-09,completed,2,[]
P1118,Unified Fraud Detection,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,8,13,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 12}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.81}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.66}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 1.02}]","[""SRE/Observability""]",21,2026-08-27,completed,4,[]
P1119,Streaming Wallet Service,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,9,14,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 1.04}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.84}]","[""Cloud (GCP/AWS)"", ""BigQuery""]",30,2026-10-02,completed,8,[]
P1120,Cross-Platform Battery Optimizer Rewrite,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,2,3,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""Android"", ""min_proficiency"": 3, ""weight"": 1.2}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.03}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.65}]","[""Backend APIs""]",51,2026-10-19,completed,4,[]
P1121,Unified App Framework,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,2,7,10,7,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 7}]","[{""skill"": ""Android"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.04}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.06}]","[""Kubernetes"", ""Product Sense""]",21,2026-08-27,completed,7,[]
P1122,Unified Fraud Detection,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,4,5,10,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.15}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.66}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.19}]","[""Distributed Systems"", ""Java"", ""JavaScript/TypeScript""]",41,2026-09-07,completed,5,[]
P1123,Real-Time Settlement Engine,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,8,13,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.78}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.13}]","[""Go"", ""Backend APIs""]",11,2026-09-25,completed,5,[]
P1124,Self-Serve Collaboration Engine,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,9,14,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 9}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.95}]","[""Frontend"", ""Python"", ""Distributed Systems""]",41,2026-09-07,completed,3,[]
P1125,Low-Latency Serverless Runtime,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,1,3,6,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 4, ""weight"": 0.89}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.96}]","[""SRE/Observability""]",27,2026-09-14,completed,2,[]
P1126,Cross-Platform DevTools Backend,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,4,3,8,5,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 5}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.15}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.8}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 1.18}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.83}]","[""TensorFlow/PyTorch"", ""Distributed Systems"", ""Product Sense""]",19,2026-10-02,completed,5,[]
P1127,On-Device Autoscaler,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,1,3,5,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.9}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.19}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.82}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.16}]","[""Security"", ""BigQuery"", ""JavaScript/TypeScript""]",19,2026-08-24,completed,2,[]
P1128,Multi-Region Scheduler Rewrite,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,8,12,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.65}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.6}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.12}]","[""C++"", ""Python"", ""Performance Optimization"", ""Backend APIs""]",34,2026-09-05,completed,2,[]
P1129,Multi-Region Sync Service,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,3,3,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.77}]","[""Security"", ""Machine Learning""]",30,2026-09-13,completed,4,[]
P1130,Distributed Editor Core 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,3,3,5,4,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.02}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.81}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.1}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 1.16}]","[""Python"", ""Backend APIs""]",26,2026-07-13,completed,4,[]
P1131,Adaptive DevTools Backend,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,3,9,14,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.66}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 1.15}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.75}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.97}]","[""BigQuery"", ""SRE/Observability"", ""Databases""]",34,2026-10-08,completed,9,[]
P1132,Federated Autoscaler Rewrite,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,2,10,13,11,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 11}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 4, ""weight"": 1.19}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.88}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 1.0}]","[""Kubernetes"", ""Data Engineering"", ""Cloud (GCP/AWS)"", ""Python""]",28,2026-10-10,completed,7,[]
P1133,On-Device Places Service v2,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,3,7,11,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 8}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.14}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.04}]","[""Data Engineering"", ""Product Sense"", ""Frontend"", ""Kubernetes""]",31,2026-08-23,completed,2,[]
P1134,On-Device Budget Optimizer 2.0,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,4,7,10,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.81}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 0.91}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.89}]","[""Product Sense"", ""Cloud (GCP/AWS)""]",26,2026-08-01,completed,6,[]
P1135,On-Device Storage Layer,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,4,4,8,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 3}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.03}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.81}]","[""Databases"", ""TensorFlow/PyTorch"", ""Performance Optimization""]",37,2026-08-03,completed,4,[]
P1136,Low-Latency Ranking Engine,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,4,4,8,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.97}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.01}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.11}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.92}]","[""JavaScript/TypeScript""]",46,2026-08-22,completed,5,[]
